Ticker,Company,Index Fund,Currency,Currency_Name,Last Update
000709.SZ,Hesteel Company,Chinese CSI 300,CNY,Chinese Yuan,
000738.SZ,AVIC Aero-Engine Controls,Chinese CSI 300,CNY,Chinese Yuan,
002152.SZ,GRG Banking Equipment,Chinese CSI 300,CNY,Chinese Yuan,
300002.SZ,Beijing Ultrapower Software,Chinese CSI 300,CNY,Chinese Yuan,
600170.SS,Shanghai Construction,Chinese CSI 300,CNY,Chinese Yuan,
600252.SS,Guangxi Wuzhou Zhongheng Group,Chinese CSI 300,CNY,Chinese Yuan,
600362.SS,Jiangxi Copper,Chinese CSI 300,CNY,Chinese Yuan,
600373.SS,Chinese Universe Publishing And Media,Chinese CSI 300,CNY,Chinese Yuan,
600737.SS,Cofco Tunhe,Chinese CSI 300,CNY,Chinese Yuan,
600873.SS,Meihua Holdings Group,Chinese CSI 300,CNY,Chinese Yuan,
600875.SS,Dongfang Electric Corporation,Chinese CSI 300,CNY,Chinese Yuan,
601021.SS,Spring Airlines,Chinese CSI 300,CNY,Chinese Yuan,
601258.SS,Pangda Automobile Trade,Chinese CSI 300,CNY,Chinese Yuan,
601991.SS,Datang International Power Generation,Chinese CSI 300,CNY,Chinese Yuan,
002129.SZ,Tianjin Zhonghuan Semiconductor,Chinese CSI 300,CNY,Chinese Yuan,
600037.SS,Beijing Gehua CATV Network,Chinese CSI 300,CNY,Chinese Yuan,
600376.SS,Beijing Capital Development,Chinese CSI 300,CNY,Chinese Yuan,
601117.SS,China National Chemical Engineering,Chinese CSI 300,CNY,Chinese Yuan,
601225.SS,Shaanxi Coal Industry Company,Chinese CSI 300,CNY,Chinese Yuan,
601872.SS,China Merchants Energy Shipping,Chinese CSI 300,CNY,Chinese Yuan,
603000.SS,People.cn,Chinese CSI 300,CNY,Chinese Yuan,
000039.SZ,China International Marine Containers,Chinese CSI 300,CNY,Chinese Yuan,
000061.SZ,Shenzhen Agricultural Products,Chinese CSI 300,CNY,Chinese Yuan,
000729.SZ,Beijing Yanjing Brewery,Chinese CSI 300,CNY,Chinese Yuan,
000778.SZ,Xinxing Ductile Iron Pipes,Chinese CSI 300,CNY,Chinese Yuan,
000999.SZ,China Resources Sanjiu Medical & Pharmaceutical,Chinese CSI 300,CNY,Chinese Yuan,
300133.SZ,Zhejiang Huace Film & TV,Chinese CSI 300,CNY,Chinese Yuan,
600372.SS,China Avionics Systems,Chinese CSI 300,CNY,Chinese Yuan,
600704.SS,Zhejiang Material Industrial Zhongda Yuantong Group,Chinese CSI 300,CNY,Chinese Yuan,
601179.SS,China XD Electric,Chinese CSI 300,CNY,Chinese Yuan,
601898.SS,China Coal Energy,Chinese CSI 300,CNY,Chinese Yuan,
601992.SS,BBMG Corporation,Chinese CSI 300,CNY,Chinese Yuan,
000883.SZ,Hubei Energy Group,Chinese CSI 300,CNY,Chinese Yuan,
002027.SZ,Focus Media Information Technology,Chinese CSI 300,CNY,Chinese Yuan,
002146.SZ,Risesun Real Estate Development,Chinese CSI 300,CNY,Chinese Yuan,
300146.SZ,BY-HEALTH,Chinese CSI 300,CNY,Chinese Yuan,
300251.SZ,Beijing Enlight Media,Chinese CSI 300,CNY,Chinese Yuan,
600008.SS,Beijing Capital,Chinese CSI 300,CNY,Chinese Yuan,
600021.SS,Shanghai Electric Power,Chinese CSI 300,CNY,Chinese Yuan,
600038.SS,AVIC Helicopter,Chinese CSI 300,CNY,Chinese Yuan,
600827.SS,Shanghai Bailian Group,Chinese CSI 300,CNY,Chinese Yuan,
601216.SS,Inner Mongolia Junzheng Energy & Chemical Group,Chinese CSI 300,CNY,Chinese Yuan,
000712.SZ,Guangdong Golden Dragon Development,Chinese CSI 300,CNY,Chinese Yuan,
000800.SZ,FAW Car,Chinese CSI 300,CNY,Chinese Yuan,
002195.SZ,Shanghai 2345 Network Holding Group,Chinese CSI 300,CNY,Chinese Yuan,
002294.SZ,Shenzhen Salubris Pharmaceuticals,Chinese CSI 300,CNY,Chinese Yuan,
600863.SS,Inner Mongolia Mengdian Huaneng Thermal Power Corp,Chinese CSI 300,CNY,Chinese Yuan,
000027.SZ,Shenzhen Energy Group,Chinese CSI 300,CNY,Chinese Yuan,
000156.SZ,Wasu Media Holding,Chinese CSI 300,CNY,Chinese Yuan,
000825.SZ,Taigang Stainless Steel,Chinese CSI 300,CNY,Chinese Yuan,
000898.SZ,Angang Steel Company,Chinese CSI 300,CNY,Chinese Yuan,
002153.SZ,Beijing Shiji Information Technology,Chinese CSI 300,CNY,Chinese Yuan,
002424.SZ,Guizhou Bailing Group Pharmaceutical,Chinese CSI 300,CNY,Chinese Yuan,
300085.SZ,Shenzhen Infogem Technologies,Chinese CSI 300,CNY,Chinese Yuan,
600582.SS,Tiandi Science & Technology,Chinese CSI 300,CNY,Chinese Yuan,
600600.SS,Tsingtao Brewery,Chinese CSI 300,CNY,Chinese Yuan,
600666.SS,Aurora Optoelectronics,Chinese CSI 300,CNY,Chinese Yuan,
600959.SS,Jiangsu Broadcasting Cable Information Network Corporation,Chinese CSI 300,CNY,Chinese Yuan,
601928.SS,Jiangsu Phoenix Publishing & Media,Chinese CSI 300,CNY,Chinese Yuan,
601958.SS,Jinduicheng Molybdenum,Chinese CSI 300,CNY,Chinese Yuan,
600317.SS,Yingkou Port Liability,Chinese CSI 300,CNY,Chinese Yuan,
600648.SS,Shanghai Waigaoqiao Free Trade Zone,Chinese CSI 300,CNY,Chinese Yuan,
600685.SS,COMEC (CSS Offshore & Marine Engineering),Chinese CSI 300,CNY,Chinese Yuan,
600871.SS,Sinopec Oilfield Service Corporation,Chinese CSI 300,CNY,Chinese Yuan,
600998.SS,Jointown Pharmaceutical Group,Chinese CSI 300,CNY,Chinese Yuan,
601118.SS,China Hainan Rubber Industry Group,Chinese CSI 300,CNY,Chinese Yuan,
601608.SS,CITIC-Heavy Industries,Chinese CSI 300,CNY,Chinese Yuan,
601808.SS,China Oilfield Services,Chinese CSI 300,CNY,Chinese Yuan,
002399.SZ,Shenzhen Hepalink Pharmaceutical,Chinese CSI 300,CNY,Chinese Yuan,
600098.SS,Guangzhou Development Group Incorporated,Chinese CSI 300,CNY,Chinese Yuan,
600578.SS,Beijing Jingneng Power,Chinese CSI 300,CNY,Chinese Yuan,
600783.SS,Luxin Venture Capital Group,Chinese CSI 300,CNY,Chinese Yuan,
002568.SZ,Bairun,Chinese CSI 300,CNY,Chinese Yuan,
600022.SS,Shandong Iron and Steel Company,Chinese CSI 300,CNY,Chinese Yuan,
600188.SS,Yanzhou Coal Mining,Chinese CSI 300,CNY,Chinese Yuan,
603885.SS,Juneyao Airlines,Chinese CSI 300,CNY,Chinese Yuan,
600606.SS,China Development Holdings,Chinese CSI 300,CNY,Chinese Yuan,
601016.SS,CECEP Wind-Power Corporation,Chinese CSI 300,CNY,Chinese Yuan,
III.L,3i,British FTSE 100,GBP,British Pound,
ABDN.L,Abrdn,British FTSE 100,GBP,British Pound,
ADM.L,Admiral Group,British FTSE 100,GBP,British Pound,
AAF.L,Airtel Africa,British FTSE 100,GBP,British Pound,
AAL.L,Anglo American plc,British FTSE 100,GBP,British Pound,
ANTO.L,Antofagasta plc,British FTSE 100,GBP,British Pound,
AHT.L,Ashtead Group,British FTSE 100,GBP,British Pound,
ABF.L,Associated British Foods,British FTSE 100,GBP,British Pound,
AZN.L,AstraZeneca,British FTSE 100,GBP,British Pound,
AUTO.L,Auto Trader Group,British FTSE 100,GBP,British Pound,
AVST.L,Avast,British FTSE 100,GBP,British Pound,
AVV.L,Aveva,British FTSE 100,GBP,British Pound,
AV.L,Aviva,British FTSE 100,GBP,British Pound,
BME.L,B&M,British FTSE 100,GBP,British Pound,
BA.L,BAE Systems,British FTSE 100,GBP,British Pound,
BARC.L,Barclays,British FTSE 100,GBP,British Pound,
BDEV.L,Barratt Developments,British FTSE 100,GBP,British Pound,
BKG.L,Berkeley Group Holdings,British FTSE 100,GBP,British Pound,
BP.L,BP,British FTSE 100,GBP,British Pound,
BATS.L,British American Tobacco,British FTSE 100,GBP,British Pound,
BLND.L,British Land,British FTSE 100,GBP,British Pound,
BT-A.L,BT Group,British FTSE 100,GBP,British Pound,
BNZL.L,Bunzl,British FTSE 100,GBP,British Pound,
BRBY.L,Burberry,British FTSE 100,GBP,British Pound,
CNA.L,Centrica,British FTSE 100,GBP,British Pound,
CCH.L,Coca-Cola HBC,British FTSE 100,GBP,British Pound,
CPG.L,Compass Group,British FTSE 100,GBP,British Pound,
CRH.L,CRH plc,British FTSE 100,GBP,British Pound,
CRDA.L,Croda International,British FTSE 100,GBP,British Pound,
DCC.L,DCC plc,British FTSE 100,GBP,British Pound,
DPH.L,Dechra Pharmaceuticals,British FTSE 100,GBP,British Pound,
DGE.L,Diageo,British FTSE 100,GBP,British Pound,
EDV.L,Endeavour Mining,British FTSE 100,GBP,British Pound,
ENT.L,Entain,British FTSE 100,GBP,British Pound,
EXPN.L,Experian,British FTSE 100,GBP,British Pound,
FLTR.L,Flutter Entertainment,British FTSE 100,GBP,British Pound,
FRES.L,Fresnillo plc,British FTSE 100,GBP,British Pound,
GLEN.L,Glencore,British FTSE 100,GBP,British Pound,
GSK.L,GSK plc,British FTSE 100,GBP,British Pound,
HLN.L,Haleon,British FTSE 100,GBP,British Pound,
HLMA.L,Halma plc,British FTSE 100,GBP,British Pound,
HL.L,Hargreaves Lansdown,British FTSE 100,GBP,British Pound,
HIK.L,Hikma Pharmaceuticals,British FTSE 100,GBP,British Pound,
HWDN.L,Howdens Joinery,British FTSE 100,GBP,British Pound,
HSBA.L,HSBC,British FTSE 100,GBP,British Pound,
IHG.L,IHG Hotels & Resorts,British FTSE 100,GBP,British Pound,
IMB.L,Imperial Brands,British FTSE 100,GBP,British Pound,
INF.L,Informa,British FTSE 100,GBP,British Pound,
ICP.L,Intermediate Capital Group,British FTSE 100,GBP,British Pound,
IAG.L,International Airlines Group,British FTSE 100,GBP,British Pound,
ITRK.L,Intertek,British FTSE 100,GBP,British Pound,
JD.L,JD Sports,British FTSE 100,GBP,British Pound,
KGF.L,Kingfisher plc,British FTSE 100,GBP,British Pound,
LAND.L,Land Securities,British FTSE 100,GBP,British Pound,
LGEN.L,Legal & General,British FTSE 100,GBP,British Pound,
LLOY.L,Lloyds Banking Group,British FTSE 100,GBP,British Pound,
LSEG.L,London Stock Exchange Group,British FTSE 100,GBP,British Pound,
MNG.L,M&G,British FTSE 100,GBP,British Pound,
MGGT.L,Meggitt,British FTSE 100,GBP,British Pound,
MRO.L,Melrose Industries,British FTSE 100,GBP,British Pound,
MNDI.L,Mondi,British FTSE 100,GBP,British Pound,
NG.L,National Grid plc,British FTSE 100,GBP,British Pound,
NWG.L,NatWest Group,British FTSE 100,GBP,British Pound,
NXT.L,Next plc,British FTSE 100,GBP,British Pound,
OCDO.L,Ocado Group,British FTSE 100,GBP,British Pound,
PSON.L,Pearson plc,British FTSE 100,GBP,British Pound,
PSH.L,Pershing Square Holdings,British FTSE 100,GBP,British Pound,
PSN.L,Persimmon plc,British FTSE 100,GBP,British Pound,
PHNX.L,Phoenix Group,British FTSE 100,GBP,British Pound,
PRU.L,Prudential plc,British FTSE 100,GBP,British Pound,
RKT.L,Reckitt,British FTSE 100,GBP,British Pound,
REL.L,RELX,British FTSE 100,GBP,British Pound,
RTO.L,Rentokil Initial,British FTSE 100,GBP,British Pound,
RMV.L,Rightmove,British FTSE 100,GBP,British Pound,
RIO.L,Rio Tinto,British FTSE 100,GBP,British Pound,
RR.L,Rolls-Royce Holdings,British FTSE 100,GBP,British Pound,
RS1.L,RS Group plc,British FTSE 100,GBP,British Pound,
SGE.L,Sage Group,British FTSE 100,GBP,British Pound,
SBRY.L,Sainsbury's,British FTSE 100,GBP,British Pound,
SDR.L,Schroders,British FTSE 100,GBP,British Pound,
SMT.L,Scottish Mortgage Investment Trust,British FTSE 100,GBP,British Pound,
SGRO.L,Segro,British FTSE 100,GBP,British Pound,
SVT.L,Severn Trent,British FTSE 100,GBP,British Pound,
SHEL.L,Shell plc,British FTSE 100,GBP,British Pound,
SMDS.L,DS Smith,British FTSE 100,GBP,British Pound,
SMIN.L,Smiths Group,British FTSE 100,GBP,British Pound,
SN.L,Smith & Nephew,British FTSE 100,GBP,British Pound,
SKG.L,Smurfit Kappa,British FTSE 100,GBP,British Pound,
SPX.L,Spirax-Sarco Engineering,British FTSE 100,GBP,British Pound,
SSE.L,SSE plc,British FTSE 100,GBP,British Pound,
STAN.L,Standard Chartered,British FTSE 100,GBP,British Pound,
STJ.L,St. James's Place plc,British FTSE 100,GBP,British Pound,
TW.L,Taylor Wimpey,British FTSE 100,GBP,British Pound,
TSCO.L,Tesco,British FTSE 100,GBP,British Pound,
ULVR.L,Unilever,British FTSE 100,GBP,British Pound,
UU.L,United Utilities,British FTSE 100,GBP,British Pound,
UTG.L,Unite Group,British FTSE 100,GBP,British Pound,
VOD.L,Vodafone Group,British FTSE 100,GBP,British Pound,
WTB.L,Whitbread,British FTSE 100,GBP,British Pound,
WPP.L,WPP plc,British FTSE 100,GBP,British Pound,
ADS.DE,Adidas,German DAX,EUR,Euro,
AIR.DE,Airbus,German DAX,EUR,Euro,
ALV.DE,Allianz,German DAX,EUR,Euro,
BAS.DE,BASF,German DAX,EUR,Euro,
BAYN.DE,Bayer,German DAX,EUR,Euro,
BEI.DE,Beiersdorf,German DAX,EUR,Euro,
BMW.DE,BMW,German DAX,EUR,Euro,
BNR.DE,Brenntag,German DAX,EUR,Euro,
CON.DE,Continental,German DAX,EUR,Euro,
1COV.DE,Covestro,German DAX,EUR,Euro,
DTG.DE,Daimler Truck,German DAX,EUR,Euro,
DBK.DE,Deutsche Bank,German DAX,EUR,Euro,
DB1.DE,Deutsche Börse,German DAX,EUR,Euro,
DPW.DE,Deutsche Post,German DAX,EUR,Euro,
DTE.DE,Deutsche Telekom,German DAX,EUR,Euro,
EOAN.DE,E.ON,German DAX,EUR,Euro,
FRE.DE,Fresenius,German DAX,EUR,Euro,
FME.DE,Fresenius Medical Care,German DAX,EUR,Euro,
HNR1.DE,Hannover Re,German DAX,EUR,Euro,
HEI.DE,HeidelbergCement,German DAX,EUR,Euro,
HFG.DE,HelloFresh,German DAX,EUR,Euro,
HEN3.DE,Henkel,German DAX,EUR,Euro,
IFX.DE,Infineon Technologies,German DAX,EUR,Euro,
LIN.DE,Linde,German DAX,EUR,Euro,
MBG.DE,Mercedes-Benz Group,German DAX,EUR,Euro,
MRK.DE,Merck,German DAX,EUR,Euro,
MTX.DE,MTU Aero Engines,German DAX,EUR,Euro,
MUV2.DE,Munich Re,German DAX,EUR,Euro,
PAH3.DE,Porsche,German DAX,EUR,Euro,
PUM.DE,Puma,German DAX,EUR,Euro,
QIA.DE,Qiagen,German DAX,EUR,Euro,
RWE.DE,RWE,German DAX,EUR,Euro,
SAP.DE,SAP,German DAX,EUR,Euro,
SRT3.DE,Sartorius,German DAX,EUR,Euro,
SIE.DE,Siemens,German DAX,EUR,Euro,
SHL.DE,Siemens Healthineers,German DAX,EUR,Euro,
SY1.DE,Symrise,German DAX,EUR,Euro,
VOW3.DE,Volkswagen Group,German DAX,EUR,Euro,
VNA.DE,Vonovia,German DAX,EUR,Euro,
ZAL.DE,Zalando,German DAX,EUR,Euro,
AI.PA,Air Liquide,French CAC 40,EUR,Euro,
AIR.PA,Airbus,French CAC 40,EUR,Euro,
ALO.PA,Alstom,French CAC 40,EUR,Euro,
MT.AS,ArcelorMittal,French CAC 40,EUR,Euro,
CS.PA,AXA,French CAC 40,EUR,Euro,
BNP.PA,BNP Paribas,French CAC 40,EUR,Euro,
EN.PA,Bouygues,French CAC 40,EUR,Euro,
CAP.PA,Capgemini,French CAC 40,EUR,Euro,
CA.PA,Carrefour,French CAC 40,EUR,Euro,
ACA.PA,Crédit Agricole,French CAC 40,EUR,Euro,
BN.PA,Danone,French CAC 40,EUR,Euro,
DSY.PA,Dassault Systèmes,French CAC 40,EUR,Euro,
ENGI.PA,Engie,French CAC 40,EUR,Euro,
EL.PA,EssilorLuxottica,French CAC 40,EUR,Euro,
ERF.PA,Eurofins Scientific,French CAC 40,EUR,Euro,
RMS.PA,Hermès,French CAC 40,EUR,Euro,
KER.PA,Kering,French CAC 40,EUR,Euro,
OR.PA,L'Oréal,French CAC 40,EUR,Euro,
LR.PA,Legrand,French CAC 40,EUR,Euro,
MC.PA,LVMH,French CAC 40,EUR,Euro,
ML.PA,Michelin,French CAC 40,EUR,Euro,
ORA.PA,Orange,French CAC 40,EUR,Euro,
RI.PA,Pernod Ricard,French CAC 40,EUR,Euro,
PUB.PA,Publicis,French CAC 40,EUR,Euro,
RNO.PA,Renault,French CAC 40,EUR,Euro,
SAF.PA,Safran,French CAC 40,EUR,Euro,
SGO.PA,Saint-Gobain,French CAC 40,EUR,Euro,
SAN.PA,Sanofi,French CAC 40,EUR,Euro,
SU.PA,Schneider Electric,French CAC 40,EUR,Euro,
GLE.PA,Société Générale,French CAC 40,EUR,Euro,
STLA.PA,Stellantis,French CAC 40,EUR,Euro,
STM.PA,STMicroelectronics,French CAC 40,EUR,Euro,
TEP.PA,Teleperformance,French CAC 40,EUR,Euro,
HO.PA,Thales,French CAC 40,EUR,Euro,
TTE.PA,TotalEnergies,French CAC 40,EUR,Euro,
URW.AS,Unibail-Rodamco-Westfield,French CAC 40,EUR,Euro,
VIE.PA,Veolia,French CAC 40,EUR,Euro,
DG.PA,Vinci,French CAC 40,EUR,Euro,
VIV.PA,Vivendi,French CAC 40,EUR,Euro,
WLN.PA,Worldline,French CAC 40,EUR,Euro,
ASIANPAINT.BO,Asian Paints,Indian S&P BSE SENSEX,INR,Indian Rupee,
AXISBANK.BO,Axis Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
BAJAJ-AUTO.BO,Bajaj Auto,Indian S&P BSE SENSEX,INR,Indian Rupee,
BAJFINANCE.BO,Bajaj Finance,Indian S&P BSE SENSEX,INR,Indian Rupee,
BAJAJFINSV.BO,Bajaj Finserv,Indian S&P BSE SENSEX,INR,Indian Rupee,
BHARTIARTL.BO,Bharti Airtel,Indian S&P BSE SENSEX,INR,Indian Rupee,
DRREDDY.BO,Dr Reddy's Laboratories,Indian S&P BSE SENSEX,INR,Indian Rupee,
HCLTECH.BO,HCL Technologies,Indian S&P BSE SENSEX,INR,Indian Rupee,
HDFC.BO,HDFC,Indian S&P BSE SENSEX,INR,Indian Rupee,
HDFCBANK.BO,HDFC Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
HINDUNILVR.BO,Hindustan Unilever Limited,Indian S&P BSE SENSEX,INR,Indian Rupee,
ICICIBANK.BO,ICICI Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
INDUSINDBK.BO,IndusInd Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
INFY.BO,Infosys,Indian S&P BSE SENSEX,INR,Indian Rupee,
ITC.BO,ITC Limited,Indian S&P BSE SENSEX,INR,Indian Rupee,
KOTAKBANK.BO,Kotak Mahindra Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
LT.BO,Larsen & Toubro,Indian S&P BSE SENSEX,INR,Indian Rupee,
M&M.BO,Mahindra & Mahindra,Indian S&P BSE SENSEX,INR,Indian Rupee,
MARUTI.BO,Maruti Suzuki,Indian S&P BSE SENSEX,INR,Indian Rupee,
NESTLEIND.BO,Nestlé India,Indian S&P BSE SENSEX,INR,Indian Rupee,
NTPC.BO,NTPC,Indian S&P BSE SENSEX,INR,Indian Rupee,
ONGC.BO,Oil and Natural Gas Corporation,Indian S&P BSE SENSEX,INR,Indian Rupee,
POWERGRID.BO,Power Grid Corporation of India,Indian S&P BSE SENSEX,INR,Indian Rupee,
RELIANCE.BO,Reliance Industries Limited,Indian S&P BSE SENSEX,INR,Indian Rupee,
SBIN.BO,State Bank of India,Indian S&P BSE SENSEX,INR,Indian Rupee,
SUNPHARMA.BO,Sun Pharma,Indian S&P BSE SENSEX,INR,Indian Rupee,
TCS.BO,Tata Consultancy Services,Indian S&P BSE SENSEX,INR,Indian Rupee,
TECHM.BO,Tech Mahindra,Indian S&P BSE SENSEX,INR,Indian Rupee,
TITAN.BO,Titan Company,Indian S&P BSE SENSEX,INR,Indian Rupee,
ULTRACEMCO.BO,UltraTech Cement,Indian S&P BSE SENSEX,INR,Indian Rupee,
ADANIPORTS.NS,Adani Ports,Indian Nifty 50,INR,Indian Rupee,
APOLLOHOSP.NS,Apollo Hospitals,Indian Nifty 50,INR,Indian Rupee,
ASIANPAINT.NS,Asian Paints,Indian Nifty 50,INR,Indian Rupee,
AXISBANK.NS,Axis Bank,Indian Nifty 50,INR,Indian Rupee,
BAJAJ-AUTO.NS,Bajaj Auto,Indian Nifty 50,INR,Indian Rupee,
BAJFINANCE.NS,Bajaj Finance,Indian Nifty 50,INR,Indian Rupee,
BAJAJFINSV.NS,Bajaj Finserv,Indian Nifty 50,INR,Indian Rupee,
BHARTIARTL.NS,Bharti Airtel,Indian Nifty 50,INR,Indian Rupee,
BPCL.NS,Bharat Petroleum,Indian Nifty 50,INR,Indian Rupee,
BRITANNIA.NS,Britannia Industries,Indian Nifty 50,INR,Indian Rupee,
CIPLA.NS,Cipla,Indian Nifty 50,INR,Indian Rupee,
COALINDIA.NS,Coal India,Indian Nifty 50,INR,Indian Rupee,
DIVISLAB.NS,Divi's Laboratories,Indian Nifty 50,INR,Indian Rupee,
DRREDDY.NS,Dr. Reddy's Laboratories,Indian Nifty 50,INR,Indian Rupee,
EICHERMOT.NS,Eicher Motors,Indian Nifty 50,INR,Indian Rupee,
GRASIM.NS,Grasim Industries,Indian Nifty 50,INR,Indian Rupee,
HCLTECH.NS,HCL Technologies,Indian Nifty 50,INR,Indian Rupee,
HDFC.NS,HDFC,Indian Nifty 50,INR,Indian Rupee,
HDFCBANK.NS,HDFC Bank,Indian Nifty 50,INR,Indian Rupee,
HDFCLIFE.NS,HDFC Life,Indian Nifty 50,INR,Indian Rupee,
HEROMOTOCO.NS,Hero MotoCorp,Indian Nifty 50,INR,Indian Rupee,
HINDALCO.NS,Hindalco Industries,Indian Nifty 50,INR,Indian Rupee,
HINDUNILVR.NS,Hindustan Unilever,Indian Nifty 50,INR,Indian Rupee,
ICICIBANK.NS,ICICI Bank,Indian Nifty 50,INR,Indian Rupee,
INDUSINDBK.NS,IndusInd Bank,Indian Nifty 50,INR,Indian Rupee,
INFY.NS,Infosys,Indian Nifty 50,INR,Indian Rupee,
ITC.NS,ITC Limited,Indian Nifty 50,INR,Indian Rupee,
JSWSTEEL.NS,JSW Steel,Indian Nifty 50,INR,Indian Rupee,
KOTAKBANK.NS,Kotak Mahindra Bank,Indian Nifty 50,INR,Indian Rupee,
LT.NS,Larsen & Toubro,Indian Nifty 50,INR,Indian Rupee,
M&M.NS,Mahindra & Mahindra,Indian Nifty 50,INR,Indian Rupee,
MARUTI.NS,Maruti Suzuki,Indian Nifty 50,INR,Indian Rupee,
NESTLEIND.NS,Nestlé India,Indian Nifty 50,INR,Indian Rupee,
NTPC.NS,NTPC,Indian Nifty 50,INR,Indian Rupee,
ONGC.NS,Oil and Natural Gas Corporation,Indian Nifty 50,INR,Indian Rupee,
POWERGRID.NS,Power Grid Corporation of India,Indian Nifty 50,INR,Indian Rupee,
RELIANCE.NS,Reliance Industries,Indian Nifty 50,INR,Indian Rupee,
SBIN.NS,State Bank of India,Indian Nifty 50,INR,Indian Rupee,
SBILIFE.NS,SBI Life Insurance Company,Indian Nifty 50,INR,Indian Rupee,
SHREECEM.NS,Shree Cements,Indian Nifty 50,INR,Indian Rupee,
SUNPHARMA.NS,Sun Pharmaceutical,Indian Nifty 50,INR,Indian Rupee,
TATAMOTORS.NS,Tata Motors,Indian Nifty 50,INR,Indian Rupee,
TATASTEEL.NS,Tata Steel,Indian Nifty 50,INR,Indian Rupee,
TCS.NS,Tata Consultancy Services,Indian Nifty 50,INR,Indian Rupee,
TATACONSUM.NS,Tata Consumer Products,Indian Nifty 50,INR,Indian Rupee,
TECHM.NS,Tech Mahindra,Indian Nifty 50,INR,Indian Rupee,
TITAN.NS,Titan Company,Indian Nifty 50,INR,Indian Rupee,
ULTRACEMCO.NS,UltraTech Cement,Indian Nifty 50,INR,Indian Rupee,
UPL.NS,United Phosphorus Limited,Indian Nifty 50,INR,Indian Rupee,
WIPRO.NS,Wipro,Indian Nifty 50,INR,Indian Rupee,
A2M.AX,The a2 Milk Company,Australian S&P ASX 200,AUD,Australian Dollar,
ABC.AX,Adbri,Australian S&P ASX 200,AUD,Australian Dollar,
ABP.AX,Abacus Property Group,Australian S&P ASX 200,AUD,Australian Dollar,
AGL.AX,AGL Energy,Australian S&P ASX 200,AUD,Australian Dollar,
AIA.AX,Auckland Airport,Australian S&P ASX 200,AUD,Australian Dollar,
AKE.AX,Allkem,Australian S&P ASX 200,AUD,Australian Dollar,
ALD.AX,Ampol,Australian S&P ASX 200,AUD,Australian Dollar,
ALL.AX,Aristocrat Leisure,Australian S&P ASX 200,AUD,Australian Dollar,
ALQ.AX,ALS,Australian S&P ASX 200,AUD,Australian Dollar,
ALU.AX,Altium,Australian S&P ASX 200,AUD,Australian Dollar,
ALX.AX,Atlas Arteria,Australian S&P ASX 200,AUD,Australian Dollar,
AMC.AX,Amcor,Australian S&P ASX 200,AUD,Australian Dollar,
AMP.AX,AMP,Australian S&P ASX 200,AUD,Australian Dollar,
ANN.AX,Ansell,Australian S&P ASX 200,AUD,Australian Dollar,
ANZ.AX,Australia & New Zealand Banking Group,Australian S&P ASX 200,AUD,Australian Dollar,
APA.AX,APA Group,Australian S&P ASX 200,AUD,Australian Dollar,
APE.AX,Eagers Automotive,Australian S&P ASX 200,AUD,Australian Dollar,
SQ2.AX,Block Inc. CDI,Australian S&P ASX 200,AUD,Australian Dollar,
ARB.AX,ARB Corporation,Australian S&P ASX 200,AUD,Australian Dollar,
ARF.AX,Arena REIT,Australian S&P ASX 200,AUD,Australian Dollar,
ASX.AX,ASX,Australian S&P ASX 200,AUD,Australian Dollar,
AUB.AX,AUB Group,Australian S&P ASX 200,AUD,Australian Dollar,
AWC.AX,Alumina,Australian S&P ASX 200,AUD,Australian Dollar,
AZJ.AX,Aurizon,Australian S&P ASX 200,AUD,Australian Dollar,
AVZ.AX,AVZ Minerals,Australian S&P ASX 200,AUD,Australian Dollar,
BAP.AX,Bapcor,Australian S&P ASX 200,AUD,Australian Dollar,
BEN.AX,Bendigo & Adelaide Bank,Australian S&P ASX 200,AUD,Australian Dollar,
BGA.AX,Bega Cheese,Australian S&P ASX 200,AUD,Australian Dollar,
BHP.AX,BHP,Australian S&P ASX 200,AUD,Australian Dollar,
BKL.AX,Blackmores,Australian S&P ASX 200,AUD,Australian Dollar,
BKW.AX,Brickworks,Australian S&P ASX 200,AUD,Australian Dollar,
BLD.AX,Boral,Australian S&P ASX 200,AUD,Australian Dollar,
BOQ.AX,Bank of Queensland,Australian S&P ASX 200,AUD,Australian Dollar,
BPT.AX,Beach Energy,Australian S&P ASX 200,AUD,Australian Dollar,
BRN.AX,Brainchip,Australian S&P ASX 200,AUD,Australian Dollar,
BRG.AX,Breville Group,Australian S&P ASX 200,AUD,Australian Dollar,
BSL.AX,BlueScope,Australian S&P ASX 200,AUD,Australian Dollar,
BWP.AX,BWP Trust,Australian S&P ASX 200,AUD,Australian Dollar,
BXB.AX,Brambles,Australian S&P ASX 200,AUD,Australian Dollar,
CAR.AX,Carsales,Australian S&P ASX 200,AUD,Australian Dollar,
CBA.AX,Commonwealth Bank,Australian S&P ASX 200,AUD,Australian Dollar,
CCP.AX,Credit Corp Group,Australian S&P ASX 200,AUD,Australian Dollar,
CCX.AX,City Chic Collective,Australian S&P ASX 200,AUD,Australian Dollar,
CGC.AX,Costa Group,Australian S&P ASX 200,AUD,Australian Dollar,
